review_index,content,sentiment,confidence,score
0,"ini aplikasi apaan dah, kok aplikasi pemerintah jelek amat sih, ui/ux nya aneh, klik fitur kok rata ...",LABEL_0,0.8999999999999999,1
1,Niat mah mau bikin AK1 via online biar gak harus jauh pergi ke disnaker dan gak cape. Tapi malah dib...,LABEL_0,0.8999999999999999,1
2,"tolong dong ini aplikasi dari pemerintah milik negara, banyak minus/bug yang harus diperbaiki. 1. Ko...",LABEL_0,0.8999999999999999,1
3,"pada bagian keahlian, tanda cancel (x) ngga bisa muncul kalau memasukkan keahlian. Jadi tanda cancel...",LABEL_0,0.7,1
4,pas saya masuk sudah aneh...tidak merespon dengan baik...pas dimasukin email-nya udh di isi tinggal ...,LABEL_0,0.7999999999999999,1
5,"apk ini sebenarnya bagus, tapi ketika di klik karirhub malah di alihkan ke chrome, mending buka di c...",LABEL_0,0.95,1
6,"sudah bagus ada niat buat apk pembantu pekerja spt ini, tapi di hp saya gk jelas setiap mau klik pro...",LABEL_2,0.8999999999999999,1
7,"30 Menit nunggu kode OTP, gak masuk-masuk. Padahal sudah ada keterangan ""Kode OTP atau aktivasi berh...",LABEL_0,0.7,1
8,"maaf tapi aplikasi ini sangat tidak layak pakai, bug nya parah bgt, saya butuh kode otp untuk daftar...",LABEL_0,0.8999999999999999,1
9,"mohon maaf, saya mau daftar akun karna memang belum pernah sama sekali menggunakan apk ini, tapi ket...",LABEL_2,0.7999999999999999,1
10,"masih belum lengkap untuk daerah, seperti Majalengka, Jawabarat. disarankan jika belum siap diluncur...",LABEL_0,0.7,1
11,"aduh padahal mudah aja cara daftarnya, tapi ribet gara² bug kode otp tidak muncul, padahal pas mau g...",LABEL_0,0.7999999999999999,1
12,Sudah download aplikasi masih tetap kembali ke browssr chrome Lalu gunanya apa saya download. Klo ma...,LABEL_0,0.7,1
13,"Aplikasi masih sering kembali ke chrome, pas mau pilih pelatihan malah error dan kembali ke menu uta...",LABEL_2,0.8999999999999999,1
14,"Semenjak mengurus surat pencari kerja menggunakan aplikasi, sangat sulit, masa kode otp aja ga masuk...",LABEL_0,0.95,1
15,"Aplikasi paling jelek yang pernah ada, gatau ini sebenarnya pemerintah niat ga sih ngasih pelatihan....",LABEL_2,0.8999999999999999,1
16,- Saran saya buat aplikasi ini kalo bisa mencari lowongan kerja sesuaikan dengan kota yang saya cari...,LABEL_0,0.8999999999999999,1
17,"Sangat mempersulit sekali,ngelag nya lama.udah tau sering ngelag bukannya diperbaiki,kesel banget ud...",LABEL_0,0.7999999999999999,1
18,"Apk yang masih sangat mentah, blom layak untuk di pergunakan karena masih terdapat apk (web) didalam...",LABEL_0,0.7999999999999999,1
19,"Tujuannnya apa sih bikin aplikasi yang ga jelas kayak gini? Tolong untuk UI/UX diperbaiki lagi, help...",LABEL_2,0.8999999999999999,1
20,"Apk versi terupdate mne min.? kok ngebug, ngelag stuck terus disitu. sya kira krna blm diperbaharui....",LABEL_0,0.7999999999999999,1
21,Aplikasi yang tidak dapat diandalkan 1. Pencarian lowongan kerja tidak pernah sesuai dengan kunci pe...,LABEL_0,0.7,1
22,"tadinya sempet ragu instal dan daftar karna liat komen pada ngasih penilaian rendah, ternyata benar,...",LABEL_2,0.8999999999999999,1
23,Baru mau masuk kesini no ktp saya sudah ada yang masuk aneh bin ajaib jadi gagal total mau masuk gim...,LABEL_0,0.8999999999999999,1
24,Aplikasi pemerintah seperti sampah. Mempersulit warga untuk mencari kerja. Padahal aplikasi ini belu...,LABEL_0,0.7999999999999999,1
25,"Aplikasi sampah. Nik belum pernah di dafrar, malah setiap kali mau membuat akun selalu tdk bisa, ala...",LABEL_0,0.7,1
26,"aplikasi g jelas banyak error lupa password ga bisa diubah, kode otp g muncul², sekalinya muncul kad...",LABEL_0,0.8999999999999999,1
27,"Ga ngerti deh, udah download tapi waktu mau cari lowongan malah diarahin ke web mana ngeload doang w...",LABEL_0,0.7999999999999999,1
28,"aplikasi sangat buruk ,kode otp sampai saat in tdk masuk ,katanya mempermudah pdhal malah mempersuli...",LABEL_0,0.8999999999999999,1
29,Saya tidak mengerti dengan aplikasi ini. Buat apa bikin aplikasi kalau ujung-ujungnya di lempar lagi...,LABEL_0,0.8999999999999999,1
30,Tidak pernah ada pemberitahuan maintenance untuk Aplikasi Aplikasi banyak sekali bug ny Saya kesulit...,LABEL_0,0.8999999999999999,1
31,"apk rusak, hadehh gini amat, pemerintahan kacau, bikin apk berantakan trus yg mau diunggulin apa cob...",LABEL_0,0.7999999999999999,1
32,ini tolong dong ko mau mencari loading terus yaa padahal pke wifi terus juga sama data masi banyak k...,LABEL_2,0.7999999999999999,1
33,Saya beri bintang satu karena menurut saya aplikasi ini tidak siap untuk digunakan. Kendala OTP yang...,LABEL_2,0.7999999999999999,1
34,"Bukannya mempermudah, malah mempersulit klaim JKP. Sering banget eror, kayak pengisian password dan ...",LABEL_0,0.95,1
35,"percuma, kurang ada manfaat. saran saya buat satu app dimana perusahaan apa lagi PT wajib input info...",LABEL_0,0.7999999999999999,1
36,"mohon maaf sebelumnya telah memberikan bintang 1,dimohon untuk aplikasinya di perbaiki ya kak, kebia...",LABEL_2,0.7999999999999999,1
37,"kebanyakan BUG, Tidak ramah bagi lulusan SMK/SMA/Sederajat. Cara menggunakan aplikasinyapun masih bi...",LABEL_0,0.7999999999999999,1
38,"email telah terdaftar, tapi nyatanya ga bisa masuk dan ga pernah daftar,aneh,selevel aplikasi negara...",LABEL_0,0.7999999999999999,1
39,"apaan sih anjir bug mulu, niat mempermudah malah mempersulit, tolong dong kendalanya di benerin gitu...",LABEL_0,0.8999999999999999,1
40,Udah daftar...pas mau login ke aplikasinya email salah ... nik salah... pengen daftarin ulang juga g...,LABEL_0,0.7,1
41,kenapa di bagian nomor 9 begitu mengisi form pencari kerja sudah pilih pekerjaan yang di ingin kan m...,LABEL_0,0.7999999999999999,1
42,pas nyari lowongan di karirhub nya di arahin ke web dn ga muncul2 itu lowongan nya ngblank putih pro...,LABEL_2,0.7999999999999999,1
43,"Aplikasi ini pas mau masuk kenapa eror mulu sih? Berkali-kali dicoba untuk login tetap aja gk bisa, ...",LABEL_0,0.7,1
44,"gajelas aplikasi negara banyak bug nya, cuma daftar akun aja masuknya kaga bisa bisa apa yang mau di...",LABEL_0,0.7999999999999999,1
45,"saya baru isi data mau daftar pas mau dikasi kode otp lama betul ga ada muncul notif samsek, sekali ...",LABEL_0,0.7,1
46,"tolong diperbaiki lagi, aneh banget suka tiba tiba keluar dari akun giliran mau login lagi malah bug...",LABEL_2,0.8999999999999999,1
47,Jika sudah ada aplikasi ini sendiri kenapa saat klik KarirHub malah diarahkan ke Chrome? Lalu aplika...,LABEL_0,0.7,1
48,aduhh dipersulit banget ini aplikasi kenapa dah gua ada kuota penyimpanan masih ada banyak gua mau b...,LABEL_0,0.7999999999999999,1
49,"eror gabisa masuk aplikasi, lewat google juga gabisa, lewat email juga gabisa, maunya gimana, mau ak...",LABEL_0,0.7999999999999999,1
50,"udah daftar tapi selalu stuck di kode otp, ditunggu lama ga muncul-muncul, klik ""kirim ulang"" berkal...",LABEL_0,0.7,1
51,"demi Allah mau cari lowongan kerja ngelah banget, tolong yang buat aplikasi di cek ini kenapaa aplik...",LABEL_2,0.7999999999999999,1
52,ini knpa mau klaim JKP ke 3 nya kok susah amat ya..udah swafoto statusnya ditunda terus.. padahal da...,LABEL_0,0.8999999999999999,1
53,"guna nya bikin aplikasi ini buat apa gak guna banget,wajah tdk terdeteksi sudah hampir 20x trus saya...",LABEL_0,0.7,1
54,"aplikasinya bagus sebenernya menawarkan banyak pelatihan"" yang gratis dan bermanfaat, tapi kenapa pa...",LABEL_2,0.7999999999999999,1
55,"parah sih sekelas aplikasi pemerintah loh, masa kalah sama aplikasi² lain. Seharusnya semua bisa dia...",LABEL_2,0.7999999999999999,1
56,"Padahal termasuk aplikasi yg di awasi oleh instansi pemerintah, tp aplikasi ini tidak berbobot. Mala...",LABEL_0,0.8999999999999999,1
57,Mau verifikasi gak bisa-bisa!! Udah nunggu dari pagi sampai Sore duduk berjam-jam gak ada hasilnya d...,LABEL_0,0.7,1
58,Percuma dong download aplikasi klo masih di arahkan ke web nya??? Mana webnya lemot parah. Web nya a...,LABEL_0,0.8999999999999999,1
59,Masih banyak kekurangan.untuk menu hapus akun tidak ada.menu pengaduan juga tidak bisa di klik.dan u...,LABEL_0,0.8999999999999999,1
60,"Sudah coba daftar ketika verifikasi nama ibu malah keterangannya ""Terdapat beberapa data yang tidak ...",LABEL_0,0.7,1
61,Aktivasi via OTP NO. HP malah dikirim via email.. kita nungguuiiin kenapa ga dikirim-kirim ternyata ...,LABEL_0,0.7999999999999999,1
62,"Sangat kecewa.. Udah daftar pelatihan kerja di bpvp samarinda, gak ada konfirmasi sama sekali via ap...",LABEL_0,0.7999999999999999,1
63,"Maaf APKnya jelek, masa iya buka aplikasi malah dialihkan ke web. Ya kalau gitu di web aja udah bisa...",LABEL_0,0.7999999999999999,1
64,"buka link via web buat lapor atau aduan disuruh unduh app nya, oke, unduh, buat akun, masuk, klik me...",LABEL_0,0.7,1
65,"buruk sekali, padahal saya butuh pelatihan kerja Aplikasi tidak mendukung pada saat mendaftar pelati...",LABEL_0,0.8999999999999999,1
66,baru juga mau daftar malah tidak bisa padahal semuanya sudah benar bahkan email pun sudah benar tapi...,LABEL_0,0.7999999999999999,1
67,"pengajuan pertama tgl 02 Febuari sukses pengajuan ke 2 tgl 02 Maret ditolak , karena alasan yg gak m...",LABEL_0,0.7,1
68,apk belum jadi sepenuhnya malah di rilis yaa gini nih banyak bug masalah sana sini. bukanya berbenah...,LABEL_0,0.7999999999999999,1
69,"pantesan dapet rating rendah, pemeliharaan aplikasinya jarang sekali, BUTUH UPDATE SOFTWARE AGAR BUG...",LABEL_0,0.8999999999999999,1
70,"hekh, ini apk, saya belum pernah mendaftar, kenapa pada pengisian no.ktp saya sudah terdaftar, trus ...",LABEL_0,0.7999999999999999,1
71,"terlalu ribet apknya, klik karir di arahkan ke hal web, gak ada menu pencarian berdasarkan wilayah s...",LABEL_0,0.7,1
72,"Gimana mau ikut pelatihan kalo mau login aja ngga bisa, setiap mau masuk infonya nik sudah terdaftar...",LABEL_2,0.7999999999999999,1
73,"pemerintah kalo bikin kya gini ngasal ngabisin anggaran doang fungsi nya ttep ga jelas, menang d tam...",LABEL_0,0.7999999999999999,1
74,Untuk apa unduh apk jika pas nge klik pindah ke web ditambah ketika klik ikut pelatihan kok gak munc...,LABEL_0,0.7,1
75,Kenapa tiap aplikasi dr pemerintah kebanyakan ga berguna. Developernya yg ga becus atau cuma permain...,LABEL_0,0.7,1
76,"tidak pernah benar kalau pemerintah bikin aplikasi, masa sudah ada apk nya tetap nyari loker diarahk...",LABEL_0,0.7,1
77,"membuat kartu kuning sangat susah sekali, bukannya mempermudah jadi malah tambah sulit tambah lagi j...",LABEL_0,0.8999999999999999,1
78,"aplikasi buruk, gabisa bikin akun. pake data dan wifi pun sama aja gabisa. buat akun diarahin ke goo...",LABEL_0,0.7999999999999999,1
79,"tolonglah apk nya di benerin, masa daftar akun aja eror mulu, dtg ke kntor disnaker gk boleh buat ka...",LABEL_0,0.7,1
80,"aplikasi cacat, tidak bisa digunakan, setelah daftar tadi bisa login, bener"" cacat, anggaran besar b...",LABEL_0,0.7999999999999999,1
81,aplikasi cacat kenapa langsung di launching sih?. sekelas aplikasi punya pemerintah banyak bug nya 🗿...,LABEL_0,0.8999999999999999,1
82,Mau lewat App ataupun website tetap error sekarang skillhub cuma blank doang loading gak beres beres...,LABEL_0,0.7999999999999999,1
83,niat mau bikin kartu AK1 via online terus tinggal ke disnaker ambil kartu ini malah APK nya lagi yg ...,LABEL_0,0.7999999999999999,1
84,aplikasi rese udah verifikasi disuruh verifikasi ulang mana lemot lagi ga bisa loading kalau emang g...,LABEL_0,0.7999999999999999,1
85,"sekelas aplikasi negara kayak aplikasi buatan bocah yang coba coba, dikit dikir error, pas error di ...",LABEL_0,0.8999999999999999,1
86,Aplikasi macam apa ini tidak ada update terbaru lowongan kerja serta tidak ada perbaikan aplikasi ta...,LABEL_0,0.7999999999999999,1
87,ini aplikasi yang paling buat ngakak. tiap ada program dilarikan ke pencarian web. padahal udah basi...,LABEL_0,0.7,1
88,"setiap daftar trs suka log out sendiri, setiap mau masuk akun lg suka ga bisa, Tolong untuk di bener...",LABEL_2,0.7999999999999999,1
89,Sayang sekali program yang bagus namun rata rata jarak untuk menempuh program tersebut sangat jauh d...,LABEL_2,0.7999999999999999,1
90,"aplikasi nya lemot susah buat login padahal sinyal bagus, hp kapasitas masih kosong, emang aplikasin...",LABEL_0,0.95,1
91,"mau daftar aja susahnya minta ampun, udah masukin email dengan benar tetep aja ga dikirim kirim kode...",LABEL_0,0.8999999999999999,1
92,"aplikasinya ga jelas, setiap masuk apknya loading terus padahal jaringan bagus di pke scroll tt sama...",LABEL_2,0.7999999999999999,1
93,"ya allah, aku mau login aja susah banget, kode otp ga masuk, pas ngulang malah ngelag, tolong udah b...",LABEL_0,0.8999999999999999,1
94,"mohon di perbarui lagi ya, karena apk nya lemot banget nunggu loading aja lama, nyoba di apk lemot n...",LABEL_0,0.7999999999999999,1
95,lagi lagi klo aplikasi dari negara seperti ini mlu ada aja bug nya hadeh dari mulai gamau masuk lah ...,LABEL_0,0.7999999999999999,1
96,"Saya mau claim jkp susah banget untuk upload dokument pdf, padahal besar file nya dibawah 80kB. Tapi...",LABEL_0,0.7999999999999999,1
97,"Saya tidak bisa mendaftar di aplikasi ini,sudah saya masukkan data yg diminta semuanya,tetap gak ses...",LABEL_0,0.7999999999999999,1
98,"Klo bisa online knp harus dtg ke kantor? Lama jg pelayanannya, dulu msh manual dan ternyata msh akti...",LABEL_0,0.7,1
99,"Aplikasi norak, lembaga sebesar kementrian tapi aplikasinya lemot banget, kalian ini didanai dari AP...",LABEL_0,0.7999999999999999,1
100,"Tidak berguna, Webnya juga sama. Perbaikilah secara lanjut padahal programnya bagus, cuma pengelolaa...",LABEL_0,0.8999999999999999,1
101,"Kode OTP keterangan terkirim tapi tidak pernah terkirim, sudah menunggu lama dan berulang mintak kir...",LABEL_2,0.7999999999999999,1
102,13/6/24 gw daftar di aplikasi pelatihan tgl 19 juni dan daftar ulang tanggal 15 juni. Pas datang tgl...,LABEL_0,0.7,1
103,"Masak isi pasword suda ikuti panduan suruh balik 7 jam , sudah 7 jam ngisi verifikasih gak bisa , ma...",LABEL_0,0.7,1
104,Ini gmna ya mau masuk tapi lupa sandi giliran di ubah dgn akun gmail g bsa verifikasi no sbb no lama...,LABEL_0,0.7,1
105,"Saya log in pake nomor hp ternyata yg tertera bukan NIK dan email saya, mau coba ikut pelatihan tapi...",LABEL_0,0.7999999999999999,1
106,aku awalnya gk mempermasalahkan aplikasi nya yg sering balik ke beranda awal karna walaupun balik ta...,LABEL_0,0.7,1
